Date,Open,High,Low,Close,Adj Close,Volume
1998-01-20,77.8125,78.84375,77.40625,78.8125,47.55571365356445,1744600
1998-01-21,78.09375,78.375,77.28125,77.84375,46.9711799621582,1839600
1998-01-22,77.1875,77.859375,76.9375,77.1875,46.57521057128906,1662600
1998-01-23,77.5,77.75,76.3125,77.0,46.46208190917969,1693700
1998-01-26,77.375,77.671875,76.9375,77.3125,46.65058898925781,1172800
1998-01-27,77.125,78.5625,77.078125,78.21875,47.19741439819336,1454500
1998-01-28,78.375,79.234375,78.21875,79.125,47.74428176879883,1181200
1998-01-29,79.0625,80.25,78.890625,79.40625,47.91401672363281,1468500
1998-01-30,79.9375,79.9375,78.96875,79.234375,47.81028366088867,1095600
1998-02-02,80.625,81.3125,80.40625,81.015625,48.885101318359375,955600
1998-02-03,81.0,81.671875,80.65625,81.65625,49.27167510986328,619400
1998-02-04,81.21875,81.65625,80.8125,81.21875,49.00766372680664,753200
1998-02-05,81.8125,81.90625,80.734375,81.234375,49.0170783996582,1067600
1998-02-06,81.5,82.171875,81.359375,82.109375,49.54507827758789,1069700
1998-02-09,82.09375,82.25,81.4375,81.78125,49.34707260131836,515900
1998-02-10,82.03125,83.34375,81.921875,83.15625,50.17677688598633,892100
1998-02-11,82.96875,83.390625,82.84375,83.15625,50.17677688598633,515000
1998-02-12,82.734375,84.109375,82.375,83.6875,50.497318267822266,1065000
1998-02-13,83.34375,83.84375,83.171875,83.640625,50.46902847290039,596700
1998-02-17,84.3125,84.71875,83.890625,84.0625,50.72355270385742,840600
1998-02-18,84.078125,84.703125,83.84375,84.625,51.06302261352539,773000
1998-02-19,84.640625,84.703125,83.828125,83.828125,50.5821418762207,804800
1998-02-20,84.078125,84.46875,83.3125,84.28125,50.8556022644043,540600
1998-02-23,85.0,85.0,83.96875,84.25,50.83671188354492,639200
1998-02-24,84.125,84.40625,83.53125,84.0,50.685882568359375,702700
1998-02-25,84.25,85.15625,84.078125,84.6875,51.100730895996094,687400
1998-02-26,84.609375,85.21875,84.40625,85.15625,51.383575439453125,439800
