Date,Open,High,Low,Close,Adj Close,Volume
2000-05-19,142.65625,142.65625,140.25,140.6875,95.37528228759766,775500
2000-05-22,140.59375,140.59375,136.8125,139.8125,94.78211212158203,1850600
2000-05-23,140.21875,140.21875,137.6875,137.6875,93.34148406982422,373900
2000-05-24,137.75,140.0625,136.65625,139.75,94.73970794677734,400300
2000-05-25,140.03125,140.9375,137.875,138.46875,93.87112426757812,69600
2000-05-26,138.484375,138.75,137.0,137.84375,93.44741821289062,237000
2000-05-30,139.28125,142.4375,139.28125,142.375,96.51925659179688,118100
2000-05-31,141.875,143.625,141.875,142.78125,96.794677734375,216900
2000-06-01,143.90625,145.0625,143.625,145.0625,98.34119415283203,128700
2000-06-02,148.3125,148.78125,147.46875,147.9375,100.2901840209961,108400
2000-06-05,147.0,147.65625,146.6875,146.96875,99.63346862792969,192100
2000-06-06,146.4375,147.1875,145.6875,146.21875,99.12503814697266,209300
2000-06-07,146.21875,147.5,145.65625,147.1875,99.78176879882812,85400
2000-06-08,147.8125,147.8125,145.9375,146.65625,99.42163848876953,248400
2000-06-09,147.515625,147.515625,145.875,146.125,99.06147766113281,20200
2000-06-12,146.625,146.625,144.859375,144.859375,98.2035140991211,17600
2000-06-13,145.0,147.25,144.5,146.75,99.48516845703125,40300
2000-06-14,147.75,148.375,147.125,147.65625,100.09954071044922,353900
2000-06-15,147.6875,148.25,146.609375,147.65625,100.09954071044922,338500
2000-06-16,148.625,148.625,146.46875,147.0625,99.6970443725586,855900
2000-06-19,146.5625,149.03125,146.5,148.515625,100.6821517944336,160000
2000-06-20,148.625,148.640625,147.296875,147.703125,100.13125610351562,182600
2000-06-21,146.875,148.15625,146.875,147.859375,100.31807708740234,137500
2000-06-22,147.4375,147.4375,145.0,145.4375,98.67491149902344,182900
2000-06-23,145.5,145.875,144.0,144.390625,97.9646224975586,238200
2000-06-26,145.03125,146.0625,144.8125,146.0625,99.09893798828125,26000
2000-06-27,145.8125,146.296875,145.25,145.25,98.54768371582031,40900
2000-06-28,145.3125,146.90625,145.3125,145.921875,99.00353240966797,51200
2000-06-29,144.640625,145.25,143.5625,144.15625,97.80559539794922,48500
2000-06-30,143.984375,145.484375,143.984375,145.484375,98.70672607421875,16800
2000-07-03,145.5,147.140625,145.46875,147.140625,99.8304214477539,7100
2000-07-05,146.265625,146.359375,144.625,145.09375,98.44168090820312,27400
2000-07-06,144.875,146.125,144.21875,145.8125,98.92933654785156,40100
2000-07-07,146.375,148.5,146.375,147.96875,100.39225769042969,65500
2000-07-10,147.65625,148.65625,147.65625,147.71875,100.22265625,77500
2000-07-11,147.25,149.0,147.25,148.28125,100.60429382324219,40700
2000-07-12,149.25,149.9375,148.875,149.09375,101.15557098388672,2642100
2000-07-13,149.71875,150.28125,149.140625,149.59375,101.49481964111328,971600
2000-07-14,150.25,151.125,149.8125,150.984375,102.43831634521484,158800
2000-07-17,150.734375,151.90625,150.59375,150.890625,102.3746566772461,430100
2000-07-18,150.46875,150.5,149.375,149.8125,101.64320373535156,763600
2000-07-19,149.34375,149.578125,148.40625,148.40625,100.6891098022461,120000
2000-07-20,148.875,150.421875,148.765625,150.421875,102.05664825439453,96500
2000-07-21,149.40625,149.4375,147.71875,147.71875,100.22265625,601300
2000-07-24,148.25,148.59375,146.59375,146.59375,99.4593734741211,251700
2000-07-25,147.46875,147.515625,146.8125,147.421875,100.0212173461914,116700
2000-07-26,146.875,146.890625,145.75,146.0,99.05657196044922,474800
2000-07-27,145.71875,146.5625,144.875,145.390625,98.64311981201172,94200
2000-07-28,145.5,145.5,141.5,142.21875,96.49108123779297,1147800
2000-07-31,142.9375,143.953125,142.40625,142.9375,96.97872924804688,332900
2000-08-01,143.28125,144.390625,143.28125,144.0625,97.74203491210938,481700
2000-08-02,144.65625,145.328125,144.09375,144.359375,97.94339752197266,505900
2000-08-03,142.9375,145.65625,142.9375,145.375,98.63251495361328,173500
2000-08-04,146.03125,146.421875,145.46875,146.25,99.22614288330078,132900
